text,label,FOOD_usefulness,FOOD_score,LOCATION_usefulness,LOCATION_score,ATOMSPHERE_usefulness,ATOMSPHERE_score,SERVICE_usefulness,SERVICE_score,PRICE_usefulness,PRICE_score,MENU_usefulness,MENU_score,SPEED_usefulness,SPEED_score
"This place is immaculate, I couldn't get over how clean everything was, the gyros were good and the service was excellent. We will definitely go back.",2,1.0,3.734375,5.506706e-13,4.0,0.040771484,4.84375,1.0,5.0,3.1086245e-13,4.46875,0.26757812,2.9375,9.595169e-11,2.296875
Our first visit was a nice experience. Haleigh was an excellent server and the food was great. The atmosphere is nice.. We will definitely visit this restaurant more often.,2,1.0,4.96875,1.7974526e-07,2.375,1.0,4.125,1.0,5.0,3.0553338e-13,4.4375,0.00037384033,2.21875,8.185452e-11,1.546875
"Pibil quesadilla was incredible 
Smashed beans were great; the rice or the calabacitas were pretty bland
Definitely need to provide more hot sauce but other than that it was an excellent meal 
Need more or just better employees seeing as it took WAY too long to order when we only had one couple in front of us",2,1.0,4.0,1.3855583e-13,4.4375,5.173683e-05,2.546875,1.0,2.0625,3.4816594e-13,4.40625,0.984375,3.984375,1.0,1.890625
"This place has the best upscale soul food around. Mac and cheese was decadent and everything I expected it would be. The Brussel sprouts were outstanding, lots of unexpected flavors. The service was top notch, everything about this place is inviting and cozy. We were able to walk in on a Friday night, indoor dining as well as outdoor. Don't miss out on South!!!",2,1.0,5.0,0.0028839111,4.96875,0.97265625,5.0,1.0,5.0,4.0358827e-12,3.984375,0.9921875,4.15625,0.0021362305,3.484375
"Have been here for many years and have visited them on many occasions. It will take a while to get your pizza, but that is good, the end product is excellent. Great crust!!!

Service is hit or miss.",2,1.0,5.0,2.0872193e-13,4.34375,3.7951395e-08,2.65625,1.0,2.984375,3.6060044e-13,4.4375,0.11230469,4.46875,0.94140625,2.140625
"We had a reservation at 8pm. Unfortunately when our party arrived few mins late, we have discovered that kitchen has been already closed. The question is why take reservations for dinner at the same time your kitchen closes? Completely wasted our time. This is very unprofessional and not very well thought out approach. I hope the owners read this and realize that they lose immediate and repeat business treating customers this way.",0,2.8066438e-13,4.5625,1.3322676e-13,4.5625,2.4437904e-06,1.03125,1.0,1.0,1.9717561e-13,4.625,1.607603e-13,4.5625,0.041503906,1.1953125
"A must go! The food was fantastic, service was wonderful and the atmosphere was so cute! We came for brunch and everyone at our table absolutely loved what they ate! They serve unique drinks- I had a prickly pear mimosa as well as the norm! Their food tastes farm fresh and defiantly homemade! A great culinary experience!",2,1.0,5.0,1.7763568e-12,3.1875,1.0,5.0,1.0,5.0,4.0678572e-13,4.4375,0.6796875,4.96875,2.1827873e-11,2.125
"My first stop entering the French Quarter. I got lucky. I did not have lunch or dinner here but can attest to the ice cold Abita beer and fat, plump, velvety, rich Oysters. Please see pics. The oyster maestro was a cool cat that shucked like a mother shucker. I thought west coast oysters were the end all be all. Wrong again. 
The best oysters in town.",2,1.0,5.0,0.004058838,4.9375,0.00040245056,3.875,0.0014038086,4.25,4.4231285e-13,4.40625,0.5703125,4.84375,1.1277734e-09,2.234375
"As a picky eater and a Celiac, I was excited and nervous when picking a restaurant while in Nashville.  We started with drinks.  I had the Nashville signature cocktail with Pickers Blood Orange.  Since I can't have gluten, I typically can't have flavored vodkas, but this is made with real fruit and so delicious! That drink was AMAZING!!!! My other half had a local IPA with no complaints.  We started with the meat plate and it was great! We loved the Sausage-ish pate.  The fig dip was terrific as well.  We then ordered the trout and the pork chop.  Both were fantastic.  The sides were so tasty that came with the trout and I ordered a side, but that was 2 drinks in, so my memory is slightly foggy! Haha!  None of the desserts were gluten free, so our awesome server had the kitchen make chocolate Buckeyes with whipped cream and also brought out a Whisper Creek cream on the rocks that is also made locally.  He even made sure I could drink it since gluten is in so many random things.  Needless to say, this was a fabulous experience!  Our server was so thoughtful and kind and our food was outstanding!!!! Thank you Farm House!!!",2,1.0,5.0,2.4586916e-06,4.25,0.0010910034,4.9375,1.0,5.0,2.259526e-12,4.15625,0.25585938,4.84375,2.165325e-08,3.78125
"Came for the all you can eat lunch special on Friday and Saturdays of all you can eat catfish with 2 sides.  Wow!  This time it was excellent.  Perfectly fresh fish perfectly fried!  Light and crispy!  The cheese fries and mac and cheese were also perfect.  A great lunch for $11.00!  And if you are still hungry, they will keep bringing the catfish. 

The meatball po-boy is no longer recommended.  I came a few months ago and the meatballs were no longer homemade.

I still love this place.  Great food, great value, and a small unpretentious place.  Will be back.  Highly recommended.",2,1.0,5.0,3.706191e-11,2.125,0.0012588501,3.421875,3.222376e-07,4.28125,1.0,5.0,0.73828125,4.34375,1.792796e-08,3.859375
"I like the burritos here better than the other chain (chipotle, moes, qdoba). It's never crowded when I've been here either which confuses me, but the food is what I come, and will continue coming back for.",2,1.0,5.0,0.00010204315,2.953125,0.010864258,2.75,8.58563e-10,3.125,4.0678572e-13,4.375,0.006378174,3.890625,0.004272461,4.0625
"I used to live in the neighborhood and would frequent this location at least every other week. I have moved recently and decided to order in the usuals - Eat Fit hummus and my specialty calzone. The food arrived on time but the calzone had no cheese (although ordered with two kinds) and I received a container full of stale, cold pita bread, cucumber that was soggy and discolored, green apple slices turned brown, and no hummus! When I called, I was told nothing could be done since the driver had left. The service started to go downhill a month or so before I left the neighborhood but this is a new low! Will not consider eating or ordering from here again.",0,1.0,1.0078125,0.0126953125,4.96875,7.390976e-06,1.0625,1.0,1.0078125,1.1013412e-12,3.765625,0.0024871826,2.03125,0.4765625,4.53125
"Yesterday, we had the displeasure of shopping at this Bulk Nation. For those that don't know, this place sells nuts, flour, spices, candy, and various similar products in bulk. We were sorely disappointed in the whole experience and will not be returning.

We got 7 bags in total containing cashews, sesame seed sticks, sriracha peas, dried cherry, coconut squares, etc. The coconut squares tasted stale. The sriracha peas barely had any heat. The bin containing dried mango had 2-3 stale looking pieces of mango. 

**WARNING** the scale by the bins tell you a lower weight than the scale at the counter. Before checking out, we placed our 7 bags on the needle scale by the bins and it said 2 lbs. After leaving the store, we added up the weight shown on the receipt and that added to over 3 lbs! That is 1 lb over what we thought it should have been.

The second big turn-off was the cashier telling us over and over again that if we spent $2 more then our total would be $20 and we would get a punch-card that would give us some small discount after 10 visits. We did not care for the punch-card so we refused. While the cashier was checking us out, I pulled out a coupon from the store's website but the cashier loudly said ""the sale has gone through...sorry we can't accept coupon."" You would think that if the cashier would spend so much time upselling their punch-card program that they would have the sense to tell us about the coupons on their website. Any other store would have gladly adjusted the price if they wanted return customers. This was clearly a lack of common sense customer service. 

In conclusion, I would not recommend this store to anybody.",0,0.0031433105,4.125,0.0036010742,4.09375,0.72265625,2.9375,0.0061035156,4.0625,0.004211426,4.0625,0.0036621094,4.125,0.0050964355,4.09375
"Absolutely not. Let's talk about civil rights. Picture your inebriated, cold, female self just needing a little fried delights circa 4 am. They let you inside, have you order, then insist you must wait outside for your delights while it is 40 degrees. Let me tell you - displeased. Avoid at all costs.",0,2.0861626e-05,1.5078125,0.0046691895,1.578125,0.55078125,1.1484375,1.0,1.2265625,6.8567374e-13,4.71875,4.3585896e-07,1.1875,0.064453125,2.421875
Red Mesa is by far one if the best restaurants in St. Pete! I have been coming here for about 15 years and it just gets better each time. Try the duck salad or the chicken quesadilla.,2,1.0,5.03125,0.0016098022,4.84375,2.5579538e-11,2.515625,1.1539214e-11,4.625,2.877698e-13,4.5625,0.98828125,4.1875,5.5777605e-13,3.328125
Super fresh ingredients on this turkey blt But the fluffy bread was my favorite part. Definitely a generous portion. The only thing missing was some type of sauce.,2,1.0,4.96875,2.2026825e-13,4.5,7.912604e-11,2.40625,3.090861e-13,4.34375,3.3573144e-13,4.40625,0.46484375,4.0625,7.531753e-13,3.546875
The best pizza in the Tampa Bay Area! Everything is delicious. You won't be disappointed!,2,1.0,5.0,0.084472656,4.625,3.2969183e-12,3.4375,3.4816594e-13,4.46875,2.753353e-13,4.46875,0.07421875,4.96875,4.2277293e-13,3.875
"I think the service in this place is getting better.  We don't go here for the ramen, but the appetizers are pretty good.",2,0.83203125,3.421875,2.4158453e-13,4.5625,9.237056e-13,3.84375,0.99609375,3.96875,3.5527137e-13,4.5,0.029296875,3.015625,1.2296368e-09,1.84375
this place is awesome! great vibes from every employees here. food is delicious and the price is cheap!! this is my new come to spot for vietnamese food!!,2,1.0,5.0,3.922196e-12,3.046875,0.859375,5.0,0.97265625,5.0,1.0,5.0,0.0040893555,3.515625,8.583356e-12,2.796875
"ok i'm sorry but do NOT order any of their entrée bowls, PLEASE. it's just a weird mix of warm veggies that don't go together and the aftertaste was so bad that i literally could not bear to eat more than 2 tiny forkfuls. 

i only give two stars because the cheese board was decent and our server noticed how i just could not eat their squash bowls and kindly took it off the bill for me without me asking; very touched by their considerate customer service! i would give our sever a 5/5 but the FOOD was just not good.",0,1.0,1.0078125,9.992007e-14,4.3125,6.9737434e-06,4.21875,1.0,5.0,8.493662e-07,4.34375,0.90234375,1.3125,1.2369128e-09,3.703125
My bf and I HAVE to go to green eggs when we visit Philly. Everything on the menu is amazing but our favorite is the grits. I don't like grits but these are THE BEST!,2,1.0,5.0,3.5762787e-05,2.5625,5.3842086e-09,1.734375,4.3520743e-13,4.40625,3.3573144e-13,4.5,1.0,5.0,1.9326762e-12,2.84375
"Good food, friendly staff and great service!!! I love the atmosphere here, I would definitely come back here! I had the vermicelli noodle with Lemongrass beef, full of flavor, a nice size portion. stuff like a turkey.",2,1.0,5.0,1.080025e-12,3.5,1.0,5.0,1.0,5.0,3.7125858e-13,4.1875,0.9921875,4.5,4.274625e-11,1.96875
"This is my home-base Dunkin- the one that I stop at when I either want to treat myself or know that I should be properly caffeinated to safely commute into work. I see the same workers each time that I stop in, and they've learned my order. 

One time, I stood behind an elderly man in line, and seeing the smile on the Dunkin workers' face when he said, ""Hello- how are you?"" in her native language was adorable- her smile could have lit up the whole restaurant. 

The people who work at this location are really personable and clearly care about their customers, and in turn, the customers get to know them. Once, my DD Perks phone app didn't work, and the manager followed me out to my car to apologize and make sure that everything was alright. As with any location, the speed of service depends on how long the line is (especially the drive-thru line), but it is obvious that they really make an effort to be as efficient as possible. 

Bottom line- this is a really nice (and always clean) Dunkin location that has the feel of a smaller establishment rather than a big chain, and I like that.",2,1.2805685e-09,2.765625,4.8056245e-07,4.40625,0.42382812,5.0,1.0,5.0,9.379164e-13,4.28125,1.03682396e-10,1.671875,0.921875,4.03125
"Thanksgiving dinner an absolute hit!

I love to cook, but this year we were without a kitchen. Lazy Acres made an amazing, reasonably priced Thanksgiving menu...my favorite were the velvety yams, but everyone around the table had a favorite. I appreciate the high quality of ingredients that seemed carefully prepared and simple, not laden with ingredients to mask the flavor of the vegetables. The staff was helpful and courteous as usual, providing everything we needed for the holiday and recommending excellent wine pairings and pre-dinner snacks, too. Will definitely use the catering services again.",2,1.0,5.0,2.0349944e-11,1.8203125,0.002090454,3.96875,1.0,5.0,0.98828125,4.625,1.0,5.0,1.7229468e-08,1.90625
food mediocre    nothing special here/   frozen restaurant chain  food...service just mediocre  /  wont go back,0,1.0,1.0390625,2.6645353e-13,4.375,2.73576e-08,1.0234375,1.0,2.0,4.3343107e-13,4.1875,0.00592041,1.0,6.100163e-08,1.0859375
"We ordered their special and I gotta say WOW, simply amazing. We added some toppings to add some flavor and I got to say they did a magnificent job. The bread is amazing, the toppings are amazing and the service is amazing. We will be going back to get some more and say thanks for making such a great pizza...",2,1.0,5.0,2.0872193e-13,4.53125,6.377697e-06,2.109375,1.0,5.0,3.53495e-13,4.5,0.28710938,4.90625,1.1823431e-10,1.6484375
"Total Wine. It's a candy store for alcoholics. A CANDY STORE FOR ALCOHOLICS. What could be better than that? Where else can you go at 9am and find 80 year - Olds filling shopping carts full of gin and vodka?  Its a sight to behold. No seriously it's a good liquor store. Their selection and prices are the best in town. You can literally drink a different beer for the next 3 years and if your a whino welcome to paradise. You wouldn't be able to try all their wines in a lifetime. The customer service is top notch. The other day I purchased a growler of Santan blond ale except the drunk idiots over at Santan sent em an IPA instead, so after going home and chugging what tasted like cat piss in a bottle I brought the remaining beer back and they refilled my growler with something better and gave me 8 dollars back for chugging cat piss and having to drive back.  That's good customer service. Minus 1 star for having to many IPA's on tap.",2,1.1368684e-10,3.546875,1.4210855e-11,3.390625,0.0016174316,4.84375,1.0,5.0,0.98046875,5.0,3.4015102e-10,2.875,4.802132e-09,3.96875
"FOOD: sweetgreen salads are the only kind that actually make me full! You can ask for two pieces of their buckwheat bread for free, which I now do on principle because they're so dang good and pair so well. 

PRICE: Discouraging. I always get a custom bowl because their signature ones are $10+, but as soon as you add any kind of protein it's $2 - $4 extra and the price difference is negligible. That being said, they have a fantastic selection of filling vegetables that come with the 4 toppings included, like sweet potatoes, chickpeas, and spicy broccoli. 

CONVENIENCE: Definitely one of the first places that comes to mind when guaranteed healthiness is a factor in dinner. (I *always* ask for this place if I want to weasle out a dinner with my fittest friends and they always say yes, but a lot of my friends turn out to be surprisingly big fans of this place! So as a crowd-pleaser/""where should do you want to get dinner/I don't care how about you/I don't care either"" place it's very helpful that it exists). And if you come before the rush times, you can zip in and out without a problem, and sweetgreen bowls and utensils are made from sturdy, earth-friendly materials that don't feel plastic and cheap like most takeout, and so taking out from sweetgreen still feels like a curated experience even though you're eating a salad from a to-go container at home. 

Some perennial downsides: service can be kind of blah, depending on who you get and what kind of a day they're having. The noise level is not great for a meal well shared or for conversation, and the lines that go out the door at 7pm make it unbearably crowded. You could be eating at a table while your ponytail grazes person after person as people queue up in the least space-efficient way through all the tables.",1,0.72265625,2.75,0.6953125,2.75,0.0017776489,3.546875,0.7421875,2.734375,0.71875,2.703125,0.75390625,2.734375,0.70703125,2.75
"I love this place. The ingredients are real and delicious and the queso that I always get my burrito smothered with satisfies that craving for a cheesey delight. I love the deep fried avocados, which I often ask for instead of the potatoes in some burritos. Even the chips are amazing. To top it off the staff is friendly and accommodating. I only wish they had more seating-dining in on a Saturday afternoon is difficult! This is obviously the result of their fame growing before their space, and soon I hope their will have a larger venue.",2,1.0,5.03125,0.92578125,2.78125,0.3515625,3.921875,1.0,5.0,1.0658141e-12,4.03125,0.92578125,4.84375,5.47152e-09,1.53125
Adorable place with good bubble teas. There is a ton of variety and the wait staff is helpful and pleasant. We had a great time sipping tea and playing board games with our young son here. Worth the stop!,2,0.010498047,2.96875,4.0745363e-10,3.140625,0.055908203,4.96875,1.0,5.0,1.3145041e-12,4.09375,0.107910156,4.375,2.415618e-09,2.265625
"I wish i could give negative stars. This McDonald's is the closest to my house so unless I'm anywhere else, this is the one I go  to. Went here a few nights ago. Ordered a meal with light salt on my fries and no ice in my drink and a sundae. Easy right? Nope. I got fries loaded with salt and ice in my drink. They gave me a sundae with no spoon or peanuts (which we all know just comes with the sundae). I asked several times for ketchup but was ignored. It wasn't until I was halfway home that I realized they also hadn't given me a straw. Will NEVER come back here again. Want a place that treats you like a decent human being AND won't consistently mess up your order? Try the habit or in-n-out. The lines may be a little longer and the price might be slightly higher, but you get what you pay for and clearly McDonald's doesn't care about quality control.",0,0.890625,1.0078125,0.11621094,5.0,0.009887695,1.03125,1.0,1.0,0.93359375,3.390625,1.1920929e-06,1.2109375,0.0006904602,1.421875
"I'm not sure what the hype is all about. I would've given them 3 stars, except they didn't give correct change. Sure it was only one cent and maybe you felt too lazy to give me my extra coin, but wtf, that's MY penny. You didn't earn that penny. I didn't give you permission to not give me my change. 

The servers definitely don't care about you. The just do their job. Not particularly friendly or excited.

The iced chai was watery tasting. At $3.40 you better taste better or give me more than Starbucks. Metro did neither.  So i'll stick with beloved Starbucks. 

The baked goods look delicious, but at $2+ each, they're pretty pricey for mediocre to small sizes. My biscotti was too hard and stale. I prefer crunch on the outside, slight chew on the inside. For $1.75 I felt ripped off. 

Also, while they're going for the cute ""open bakery"" look, cover your stuff please. There were flies ALL OVER. 

The breakfast burrito, at $7, was pretty tasty. But nothing to rave about. And it took about 15 min to make. Really? Seriously? 

I love studying in cafes but this cafe was too small. Obnoxious undergrads were annoyingly discussing the philosophy of linguistics and God for an hour, talking about how clever they were to reuse books from one class for another.",0,1.0,2.609375,0.00017356873,2.21875,0.14160156,2.15625,1.0,1.9765625,1.0,3.0625,0.6640625,2.875,0.59375,2.34375
"We always order here and it's consistent every time. In this area, it's unlikely you'll get better Chinese food. The dumplings and sweet and sour chicken are delicious!",2,1.0,5.0,8.34465e-07,1.9609375,3.074092e-10,1.765625,1.7550406e-12,4.0,2.717826e-13,4.40625,0.609375,4.65625,1.0004442e-11,2.140625
Awesome place. Would come again in a heartbeat. Alambre with chicken and house salad is outrageously good!,2,1.0,5.0,5.719869e-13,3.96875,7.203198e-10,2.34375,7.1054274e-12,4.34375,2.8599345e-13,4.5,1.0,4.96875,1.0160761e-12,3.296875
Found this place by mistake last year when visiting from Colorado. It is mine and my husbands favorite restaurant in St. Pete! It will always be a necessary stop when visiting. The food is hot and fresh and the service is always amazing!,2,1.0,5.0,0.0020599365,4.6875,1.0505319e-06,3.765625,1.0,5.0,3.4816594e-13,4.5,1.090765e-05,2.96875,5.6810677e-08,3.515625
"This review is only on food, as we decided to order take-out... After reading other reviews, I'm glad that I at least saved myself from crappy service. 
Unfortunately we've got a bunch of over priced crappy ""Mexican"" food in front of us. Actually, it's so bad that food probably should've been in quotes. First, we sat down to discover the order was wrong. Then we discovered it was flavorless. It's greasy. The meat is fatty and chewy. Seriously, the cats wouldn't even eat it. It's bad stuff. Furthermore, I didn't even get half way through before my stomach started making scary noises. Seriously the worst food I've had in this city. This place makes Taco Bell seem like a legit restaurant.",0,1.0,1.0,1.3944401e-13,4.5,2.3874236e-11,1.8125,0.0001411438,1.75,0.8671875,1.34375,0.8671875,1.015625,1.375156e-09,2.3125
"I recently ordered 100 lbs. of crawfish to celebrated my son's return from the Middle East. 

Now I have lived all of my life on the Westbank of New Orleans and am no stranger to boiled seafood but I do have to say that this has to be perhaps the best boiled crawfish that I have ever had. They were seasoned perfectly, not too much salt or spice...perfect! 

Thanks Sal's team for making my son's homecoming a wonderful and memorable event.",2,1.0,5.0,1.2150849e-09,1.7421875,3.7951395e-08,3.015625,0.0004081726,4.96875,3.4283687e-13,4.5625,0.068847656,5.0,2.3021585e-12,3.59375
We came here for a birthday celebration in late May. Our dinner was so yummy we figured we try it again. After my friend telling me this place isn't good and my friend got food poisoning from here. We should have known not to come back. We tried it again and we got the salmon Vera cruz it was uncooked me sent it back and they brought us out another one same thing it was uncooked. I am now sick from eating that. Don't ever eat here!!,0,1.0,1.0,1.4921397e-13,4.46875,6.484985e-05,1.0703125,0.6953125,1.765625,2.1760371e-13,4.59375,6.4373016e-05,1.046875,1.1175871e-06,1.4609375
"Wow!  This is an awesome place.  When they say Asian Fusion they mean it.  The last place I had Asian Fusion this good was in D.C.  The price is very reasonable so, my boyfriend and I had several different menu items and all of them were outstanding.  I couldn't pass up the house made fortune cookie for dessert.  Don't think fortune cookie that comes with your take out, this one is so so so much better and bigger!  The handwritten fortune inside was really neat as well.  This is not your average Asian food.  It's much better and not any more expensive than those other average places.",2,1.0,5.0,2.3428584e-09,1.09375,1.3038516e-07,2.890625,7.912604e-11,3.578125,1.0,5.0,1.0,5.0,4.0017767e-10,1.2578125
"Absolutely abysmal service. We went for lunch and the waitress literally forgot that we had ordered, came over to our table to get our order again 30 minutes into us waiting for our food, and we weren't offered water.",0,5.258016e-13,4.5,2.0961011e-13,4.5625,1.9650906e-07,1.1875,1.0,1.0,2.717826e-13,4.53125,2.344791e-13,4.53125,1.0,1.0
"Great pho  broth! the menu favors american chinese  but  surprisingly that  stuff  was  really  high quality  too. big  portions  and  fresh veggies,  surprising in this price bracket!  sweet people  too.",2,1.0,5.0,2.6112446e-13,4.28125,0.014953613,4.40625,0.87109375,5.0,0.984375,4.96875,0.98046875,4.5,5.252332e-11,2.515625
"I know there's a huge Hudson vs Hamilton thing. For me, there is only Hamilton. I've been coming here since I was a wee lass. As a youngin' I didn't even LIKE pizza (I've come a long way baby) and the wonderful guy in the kitchen (I swear it's the same one who still works there) used to make me a grilled cheese on a hoagie roll that he stuck in the pizza oven. :) I believe they served sandwiches as well as tomato pie back in those days (the early 80s if you must know) so they had the fixins.

Nowadays, they're strictly tomato pie. If you're the best at something why even attempt to make anything else? First of all, when you walk in, the smell is enough to make you weak in the knees and let you know the treat you're in for. The pizza comes out piping hot with just enough gooey cheese. The sauce is savory with lots of black pepper which I really like. The crust is thin and comes with plenty of yummy, crunchy air bubbles that I always call dibs on.

Up until a few months ago I'd only ever had the plain pie but I've recently tried the pepperoni. Great pepperoni but I'm a plain girl all the way. I don't like anything messing with the flavors.

The wait can be really long on Fridays and Saturdays but they've recently added a (heated) waiting room next door with a TV. I'm surprised the TV is still there giving the unlocked waiting room they keep it in and the neighborhood but there you are. I suppose it's good to have the room for winter but I wouldn't use it in the warmer months. Part of the experience is waiting on the concrete benches and breaking out the BYOB wine you brought with you while you wait for your table. Jersey's best pizza, hands down. Go!

p.s. If you ask to use the bathroom you get a behind-the-scenes look at the kitchen. :)",2,0.02331543,3.265625,0.020141602,3.109375,0.041992188,3.921875,0.024047852,3.21875,0.01953125,3.21875,0.026123047,3.296875,0.023071289,3.234375
Tried several other local places before this one and taste good is by far best one my girl and I have had. Highly recommend honey chicken. It's addicting.,2,1.0,5.0,5.0448534e-13,4.09375,6.866685e-11,2.109375,3.7303494e-13,4.4375,2.7000624e-13,4.5625,0.59765625,4.71875,2.1884716e-12,2.78125
"The best. Period. Don't be fooled by the imitators. 

This is where the stands buy their pretzels for the day, so it's legit. If they're not stuck together, they're not truly Philly pretzels. De-lish!",2,1.0,5.0,1.6880222e-08,1.9765625,7.9348683e-07,2.1875,7.212009e-13,4.25,3.9435122e-13,4.4375,1.4960766e-05,3.15625,1.3699264e-11,2.78125
"Great little hole in the wall place! The tour was fun, and the staff fantastic! There is a great patio area around back and the interior has a really cool eclectic feel!",2,3.3928416e-13,4.125,0.41992188,4.96875,0.96484375,5.0,1.0,5.03125,2.1493918e-13,4.4375,2.1227464e-13,4.0625,2.877698e-13,3.796875
"ONLY place out here in the SW that has REAL Cuban sandwiches. Other place may advertise that they have Cuban sandwiches but they LLLLLIIIIIEEEE!!! Blaze has the real deal! Pressed and they use REAL cuban bread!  However, I only go when I can't stand the craving any longer because they are EXPENSIVE!!! $15 for a Cuban sandwich is crazy. I make 2 meals out of it so I don't feel so bad about spending that much on a sandwich. The sandwich does come with fries and coleslaw but I don't get the sides (don't like them). They really should have a sandwich only option and maybe make it around $10  
I haven't had anything else there but they do have cuban delicacies on the menu. I'm from Miami so trust me, I know the real deal.",1,1.0,5.0,6.565824e-08,1.65625,5.722046e-06,3.109375,5.9969807e-12,3.828125,1.0,1.078125,0.796875,4.9375,1.6298145e-08,2.5
"There's nothing better than enjoying the game with your friends at a sports bar.  Yeah, going to the actual game is pretty fun too - but as we all know it can be fairly prohibitive with ticket costs and $9 stadium beers.  But what if the game came to the sports bar?  Welcome to the Colts Grille.

I first went to the Colts Grille during the 2012 NFL Playoffs; the place was packed and buzzing with grid-iron excitement.  Some family from New England (and die-hard Pats fans) were with us, so I my hopes for a great experience were especially high.  You know when you walk in that you're in a hard-core football establishment - the waiting-area is draped with some awesome Colts memorabilia and team collectibles.  We were seated and I was awe-struck with the amount of t.v. screens - you literally don't have to turn your head more than 30 degrees to watch any game, with mini screens in each booth.  Awesome. You also get the sense like you're sitting in a stadium suite; there are even private party rooms that really do look like a club box, with all the modern conveniences you need to enjoy the broadcast in style.

Can you say hometown Indiana pride?  The Colts Grille sources a lot of Hoosier-based food and local craft brewery options.  That's a two-point conversion in my playbook.  We got our orders in before kickoff - started with some appetizers and a bucket of long-necks; the prosciutto, artichoke and spinach dip was on-point and you can never go wrong with the chips and salsa.  I also ordered the Farmer's Market Steak Salad - a generous portion of NY Strip over a bead of leafy greens, house dressing, and a fried egg.  Pretty sure this is one of the best salads ever...  The service was also great, really prompt servers always there to help us keep the drinks coming.

Once the game got going, the place started to amp up.  We were watching the game that was broadcast over the restaurant and every time there was a touchdown, the music blasted and the party lights got going - everyone was into it, like we were actually at the game!  They even have hide-away glass in the men's bathroom so you can see the screens when hitting the head after a few buckets, so don't miss a fantasy-crazed minute.  Fun trivia games also keep you entertained during commercials and half-time.

I like going to the game just as much as the next fan, but when you can bring the game to a sports bar with excellent food, drinks, and service like the Colts Grille, it makes it awful tough to decide.  My family from NE were really impressed, especially since they wanted to enjoy the game and were looking for a taste of local Indianapolis culture.  Did I already use a two-point conversion reference?  This is one of the best places to watch the game in Indy.  Go Blue!",2,0.95703125,2.90625,0.9609375,2.828125,0.84765625,3.3125,0.96875,2.796875,0.96875,2.796875,0.95703125,2.890625,0.96875,2.828125
"Yet to have a baked good other than apple cake- good... a little dry though... but good.

PIZZA DOUGH is excellent- if you make your own pizza you cannot do better than this- and it's cheap.  Did I mention it's excellent???  We use the extra to make garlic twists.... could give you an orgasm.

Pizza is good.  Worth getting but you won't believe it couldn't be better.  They think buffalo sauce is something other than what it is- so don't be surprised.

SOUPS are GREAT.  Mushroom chicken barley, etc... just SO good.   People are nice and you feel right at home.",2,1.0,5.0,3.9435122e-13,4.125,0.010131836,4.96875,0.030395508,5.0,0.96484375,5.0,0.76171875,4.96875,9.2040864e-10,3.484375
"Great place to chill out - had an excellent experience here. Food was great. Super cool atmosphere! Just come in, relax and enjoy the time. Great bartenders & all around great experience and I can be a pain in the ass :) can't wait to go back!",2,1.0,4.71875,6.330083e-10,2.921875,1.0,5.0,0.98046875,5.0,4.8316906e-13,4.34375,0.004486084,2.0,1.6189006e-10,2.046875
Ordered a large pizza for deliverer.  Noticed the reviews for their garlic knots so I tagged that on.  The delivery was within a reasonable time and the food was nice and hot.  The pizza was excellent.  The garlic knots were ridiculously amazing.  I would eat here again for sure.,2,1.0,5.0,1.4281909e-12,3.28125,1.1641532e-10,2.5625,0.0019454956,4.21875,1.1866064e-12,4.1875,0.7890625,5.0,0.9375,4.21875
"This kind of sets the standard for what I consider to be an awesome hookah place in a strange new city. We rolled in around 10pm on Sunday, knowing from the Yelp app full-well that they were going to close at 11pm. So we get seated and get right to it - we want the tequila sunrise hookah because that name just sounds awesome. 

The decoration is legit & authentic. The walls are covered with cloth, the windows are blacked out from the street with the same cloth, there are the cloth hangings coming off the wall, and the lighting is dim to make it seem authentic, something straight out of one thousand and one nights. The tables are round and are organized in a lavish lounge sort of setting. The waiter guy was nice, friendly, and was doing a rockstar job of checking in on us and the coals.

Hookah for three people came out to $27. Not exactly cheap, but at least not exorbitant compared to some hookah places across the country I have unfortunately visited.  

My return visit scheduled and on the books has already incorporated this place into the itinerary. I look forward to trying the food. And getting some more time with the hookah before the music gets turned off which is a clear indication we need to GTFO at 11:00 exactly - would have appreciated a little more gentle approach and a few extra minutes to hang out, but hey, I bet real important shit was about to go down you had to attend to rather than letting us hang out for a few extra minutes.",1,1.5347723e-11,4.09375,1.0768417e-08,3.75,0.984375,5.0,1.0,4.40625,1.0,3.859375,0.00078201294,1.65625,0.08544922,3.671875
"Guinness is flat, they don't even pour it right. The food is terrible, takes forever to make. Understaffed. Waste of money. I tipped anyways because it's not the server's fault.",0,1.0,1.0,2.2026825e-13,4.59375,0.00026512146,1.0234375,0.984375,4.84375,0.061279297,1.0390625,3.054738e-07,1.0703125,0.91796875,2.078125
